,Notes,State,State Code,Year,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population
6470,,Nebraska,31,2017.0,Lysergide [LSD],T40.8,Suppressed,1920076
6471,,Nebraska,31,2017.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1920076
6472,Total,Nebraska,31,2017.0,,,77,1920076
6473,,Nebraska,31,2018.0,Opium,T40.0,Suppressed,1929268
6474,,Nebraska,31,2018.0,Heroin,T40.1,10,1929268
6475,,Nebraska,31,2018.0,Other opioids,T40.2,38,1929268
6476,,Nebraska,31,2018.0,Methadone,T40.3,Suppressed,1929268
6477,,Nebraska,31,2018.0,Other synthetic narcotics,T40.4,27,1929268
6478,,Nebraska,31,2018.0,Cocaine,T40.5,Suppressed,1929268
6479,,Nebraska,31,2018.0,Other and unspecified narcotics,T40.6,Suppressed,1929268
6480,,Nebraska,31,2018.0,Cannabis (derivatives),T40.7,Suppressed,1929268
6481,,Nebraska,31,2018.0,Lysergide [LSD],T40.8,Suppressed,1929268
6482,,Nebraska,31,2018.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1929268
6483,Total,Nebraska,31,2018.0,,,87,1929268
6484,,Nebraska,31,2019.0,Opium,T40.0,Suppressed,1934408
6485,,Nebraska,31,2019.0,Heroin,T40.1,15,1934408
6486,,Nebraska,31,2019.0,Other opioids,T40.2,38,1934408
6487,,Nebraska,31,2019.0,Methadone,T40.3,Suppressed,1934408
6488,,Nebraska,31,2019.0,Other synthetic narcotics,T40.4,27,1934408
6489,,Nebraska,31,2019.0,Cocaine,T40.5,Suppressed,1934408
6490,,Nebraska,31,2019.0,Other and unspecified narcotics,T40.6,Suppressed,1934408
6491,,Nebraska,31,2019.0,Cannabis (derivatives),T40.7,Suppressed,1934408
6492,,Nebraska,31,2019.0,Lysergide [LSD],T40.8,Suppressed,1934408
6493,,Nebraska,31,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1934408
6494,Total,Nebraska,31,2019.0,,,102,1934408
6495,Total,Nebraska,31,,,,1182,38140443
6496,,Nevada,32,1999.0,Opium,T40.0,Suppressed,1934718
6497,,Nevada,32,1999.0,Heroin,T40.1,44,1934718
6498,,Nevada,32,1999.0,Other opioids,T40.2,90,1934718
6499,,Nevada,32,1999.0,Methadone,T40.3,19,1934718
6500,,Nevada,32,1999.0,Other synthetic narcotics,T40.4,22,1934718
6501,,Nevada,32,1999.0,Cocaine,T40.5,65,1934718
6502,,Nevada,32,1999.0,Other and unspecified narcotics,T40.6,17,1934718
6503,,Nevada,32,1999.0,Cannabis (derivatives),T40.7,Suppressed,1934718
6504,,Nevada,32,1999.0,Lysergide [LSD],T40.8,Suppressed,1934718
6505,,Nevada,32,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1934718
6506,Total,Nevada,32,1999.0,,,257,1934718
6507,,Nevada,32,2000.0,Opium,T40.0,Suppressed,1998257
6508,,Nevada,32,2000.0,Heroin,T40.1,42,1998257
6509,,Nevada,32,2000.0,Other opioids,T40.2,110,1998257
6510,,Nevada,32,2000.0,Methadone,T40.3,29,1998257
6511,,Nevada,32,2000.0,Other synthetic narcotics,T40.4,15,1998257
6512,,Nevada,32,2000.0,Cocaine,T40.5,101,1998257
6513,,Nevada,32,2000.0,Other and unspecified narcotics,T40.6,24,1998257
6514,,Nevada,32,2000.0,Cannabis (derivatives),T40.7,Suppressed,1998257
6515,,Nevada,32,2000.0,Lysergide [LSD],T40.8,Suppressed,1998257
6516,,Nevada,32,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1998257
6517,Total,Nevada,32,2000.0,,,322,1998257
6518,,Nevada,32,2001.0,Opium,T40.0,Suppressed,2098399
6519,,Nevada,32,2001.0,Heroin,T40.1,25,2098399
6520,,Nevada,32,2001.0,Other opioids,T40.2,97,2098399
6521,,Nevada,32,2001.0,Methadone,T40.3,52,2098399
6522,,Nevada,32,2001.0,Other synthetic narcotics,T40.4,23,2098399
6523,,Nevada,32,2001.0,Cocaine,T40.5,73,2098399
6524,,Nevada,32,2001.0,Other and unspecified narcotics,T40.6,35,2098399
6525,,Nevada,32,2001.0,Cannabis (derivatives),T40.7,Suppressed,2098399
6526,,Nevada,32,2001.0,Lysergide [LSD],T40.8,Suppressed,2098399
6527,,Nevada,32,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2098399
6528,Total,Nevada,32,2001.0,,,307,2098399
6529,,Nevada,32,2002.0,Opium,T40.0,Suppressed,2173791
6530,,Nevada,32,2002.0,Heroin,T40.1,39,2173791
6531,,Nevada,32,2002.0,Other opioids,T40.2,110,2173791
6532,,Nevada,32,2002.0,Methadone,T40.3,59,2173791
6533,,Nevada,32,2002.0,Other synthetic narcotics,T40.4,26,2173791
6534,,Nevada,32,2002.0,Cocaine,T40.5,90,2173791
6535,,Nevada,32,2002.0,Other and unspecified narcotics,T40.6,70,2173791
6536,,Nevada,32,2002.0,Cannabis (derivatives),T40.7,Suppressed,2173791
6537,,Nevada,32,2002.0,Lysergide [LSD],T40.8,Suppressed,2173791
6538,,Nevada,32,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2173791
6539,Total,Nevada,32,2002.0,,,394,2173791
6540,,Nevada,32,2003.0,Opium,T40.0,Suppressed,2248850
6541,,Nevada,32,2003.0,Heroin,T40.1,36,2248850
6542,,Nevada,32,2003.0,Other opioids,T40.2,129,2248850
6543,,Nevada,32,2003.0,Methadone,T40.3,57,2248850
6544,,Nevada,32,2003.0,Other synthetic narcotics,T40.4,18,2248850
6545,,Nevada,32,2003.0,Cocaine,T40.5,118,2248850
6546,,Nevada,32,2003.0,Other and unspecified narcotics,T40.6,74,2248850
6547,,Nevada,32,2003.0,Cannabis (derivatives),T40.7,Suppressed,2248850
6548,,Nevada,32,2003.0,Lysergide [LSD],T40.8,Suppressed,2248850
6549,,Nevada,32,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2248850
6550,Total,Nevada,32,2003.0,,,433,2248850
6551,,Nevada,32,2004.0,Opium,T40.0,Suppressed,2346222
6552,,Nevada,32,2004.0,Heroin,T40.1,30,2346222
6553,,Nevada,32,2004.0,Other opioids,T40.2,108,2346222
6554,,Nevada,32,2004.0,Methadone,T40.3,98,2346222
6555,,Nevada,32,2004.0,Other synthetic narcotics,T40.4,24,2346222
6556,,Nevada,32,2004.0,Cocaine,T40.5,98,2346222
6557,,Nevada,32,2004.0,Other and unspecified narcotics,T40.6,96,2346222
6558,,Nevada,32,2004.0,Cannabis (derivatives),T40.7,Suppressed,2346222
6559,,Nevada,32,2004.0,Lysergide [LSD],T40.8,Suppressed,2346222
6560,,Nevada,32,2004.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2346222
6561,Total,Nevada,32,2004.0,,,454,2346222
6562,,Nevada,32,2005.0,Opium,T40.0,Suppressed,2432143
6563,,Nevada,32,2005.0,Heroin,T40.1,48,2432143
6564,,Nevada,32,2005.0,Other opioids,T40.2,167,2432143
6565,,Nevada,32,2005.0,Methadone,T40.3,103,2432143
6566,,Nevada,32,2005.0,Other synthetic narcotics,T40.4,32,2432143
6567,,Nevada,32,2005.0,Cocaine,T40.5,120,2432143
6568,,Nevada,32,2005.0,Other and unspecified narcotics,T40.6,60,2432143
6569,,Nevada,32,2005.0,Cannabis (derivatives),T40.7,Suppressed,2432143
6570,,Nevada,32,2005.0,Lysergide [LSD],T40.8,Suppressed,2432143
6571,,Nevada,32,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2432143
6572,Total,Nevada,32,2005.0,,,533,2432143
6573,,Nevada,32,2006.0,Opium,T40.0,Suppressed,2522658
6574,,Nevada,32,2006.0,Heroin,T40.1,37,2522658
6575,,Nevada,32,2006.0,Other opioids,T40.2,189,2522658
6576,,Nevada,32,2006.0,Methadone,T40.3,117,2522658
6577,,Nevada,32,2006.0,Other synthetic narcotics,T40.4,27,2522658
6578,,Nevada,32,2006.0,Cocaine,T40.5,106,2522658
6579,,Nevada,32,2006.0,Other and unspecified narcotics,T40.6,63,2522658
6580,,Nevada,32,2006.0,Cannabis (derivatives),T40.7,Suppressed,2522658
6581,,Nevada,32,2006.0,Lysergide [LSD],T40.8,Suppressed,2522658
6582,,Nevada,32,2006.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2522658
6583,Total,Nevada,32,2006.0,,,539,2522658
6584,,Nevada,32,2007.0,Opium,T40.0,Suppressed,2601072
6585,,Nevada,32,2007.0,Heroin,T40.1,44,2601072
6586,,Nevada,32,2007.0,Other opioids,T40.2,200,2601072
6587,,Nevada,32,2007.0,Methadone,T40.3,127,2601072
6588,,Nevada,32,2007.0,Other synthetic narcotics,T40.4,28,2601072
6589,,Nevada,32,2007.0,Cocaine,T40.5,111,2601072
6590,,Nevada,32,2007.0,Other and unspecified narcotics,T40.6,56,2601072
6591,,Nevada,32,2007.0,Cannabis (derivatives),T40.7,Suppressed,2601072
6592,,Nevada,32,2007.0,Lysergide [LSD],T40.8,Suppressed,2601072
6593,,Nevada,32,2007.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2601072
6594,Total,Nevada,32,2007.0,,,566,2601072
6595,,Nevada,32,2008.0,Opium,T40.0,Suppressed,2653630
6596,,Nevada,32,2008.0,Heroin,T40.1,31,2653630
6597,,Nevada,32,2008.0,Other opioids,T40.2,232,2653630
6598,,Nevada,32,2008.0,Methadone,T40.3,121,2653630
6599,,Nevada,32,2008.0,Other synthetic narcotics,T40.4,27,2653630
6600,,Nevada,32,2008.0,Cocaine,T40.5,88,2653630
6601,,Nevada,32,2008.0,Other and unspecified narcotics,T40.6,75,2653630
6602,,Nevada,32,2008.0,Cannabis (derivatives),T40.7,Suppressed,2653630
6603,,Nevada,32,2008.0,Lysergide [LSD],T40.8,Suppressed,2653630
6604,,Nevada,32,2008.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2653630
6605,Total,Nevada,32,2008.0,,,575,2653630
6606,,Nevada,32,2009.0,Opium,T40.0,Suppressed,2684665
6607,,Nevada,32,2009.0,Heroin,T40.1,22,2684665
6608,,Nevada,32,2009.0,Other opioids,T40.2,280,2684665
6609,,Nevada,32,2009.0,Methadone,T40.3,138,2684665
6610,,Nevada,32,2009.0,Other synthetic narcotics,T40.4,46,2684665
6611,,Nevada,32,2009.0,Cocaine,T40.5,70,2684665
6612,,Nevada,32,2009.0,Other and unspecified narcotics,T40.6,68,2684665
6613,,Nevada,32,2009.0,Cannabis (derivatives),T40.7,Suppressed,2684665
6614,,Nevada,32,2009.0,Lysergide [LSD],T40.8,Suppressed,2684665
6615,,Nevada,32,2009.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2684665
6616,Total,Nevada,32,2009.0,,,624,2684665
6617,,Nevada,32,2010.0,Opium,T40.0,Suppressed,2700551
6618,,Nevada,32,2010.0,Heroin,T40.1,19,2700551
6619,,Nevada,32,2010.0,Other opioids,T40.2,339,2700551
6620,,Nevada,32,2010.0,Methadone,T40.3,109,2700551
6621,,Nevada,32,2010.0,Other synthetic narcotics,T40.4,46,2700551
6622,,Nevada,32,2010.0,Cocaine,T40.5,57,2700551
6623,,Nevada,32,2010.0,Other and unspecified narcotics,T40.6,71,2700551
6624,,Nevada,32,2010.0,Cannabis (derivatives),T40.7,Suppressed,2700551
6625,,Nevada,32,2010.0,Lysergide [LSD],T40.8,Suppressed,2700551
6626,,Nevada,32,2010.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2700551
6627,Total,Nevada,32,2010.0,,,643,2700551
6628,,Nevada,32,2011.0,Opium,T40.0,Suppressed,2723322
6629,,Nevada,32,2011.0,Heroin,T40.1,41,2723322
6630,,Nevada,32,2011.0,Other opioids,T40.2,337,2723322
6631,,Nevada,32,2011.0,Methadone,T40.3,106,2723322
6632,,Nevada,32,2011.0,Other synthetic narcotics,T40.4,50,2723322
6633,,Nevada,32,2011.0,Cocaine,T40.5,64,2723322
6634,,Nevada,32,2011.0,Other and unspecified narcotics,T40.6,68,2723322
6635,,Nevada,32,2011.0,Cannabis (derivatives),T40.7,Suppressed,2723322
6636,,Nevada,32,2011.0,Lysergide [LSD],T40.8,Suppressed,2723322
6637,,Nevada,32,2011.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2723322
6638,Total,Nevada,32,2011.0,,,669,2723322
6639,,Nevada,32,2012.0,Opium,T40.0,Suppressed,2758931
6640,,Nevada,32,2012.0,Heroin,T40.1,45,2758931
6641,,Nevada,32,2012.0,Other opioids,T40.2,331,2758931
6642,,Nevada,32,2012.0,Methadone,T40.3,76,2758931
6643,,Nevada,32,2012.0,Other synthetic narcotics,T40.4,30,2758931
6644,,Nevada,32,2012.0,Cocaine,T40.5,49,2758931
6645,,Nevada,32,2012.0,Other and unspecified narcotics,T40.6,55,2758931
6646,,Nevada,32,2012.0,Cannabis (derivatives),T40.7,Suppressed,2758931
6647,,Nevada,32,2012.0,Lysergide [LSD],T40.8,Suppressed,2758931
6648,,Nevada,32,2012.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2758931
6649,Total,Nevada,32,2012.0,,,587,2758931
6650,,Nevada,32,2013.0,Opium,T40.0,Suppressed,2790136
6651,,Nevada,32,2013.0,Heroin,T40.1,49,2790136
6652,,Nevada,32,2013.0,Other opioids,T40.2,261,2790136
6653,,Nevada,32,2013.0,Methadone,T40.3,76,2790136
6654,,Nevada,32,2013.0,Other synthetic narcotics,T40.4,29,2790136
6655,,Nevada,32,2013.0,Cocaine,T40.5,62,2790136
6656,,Nevada,32,2013.0,Other and unspecified narcotics,T40.6,56,2790136
6657,,Nevada,32,2013.0,Cannabis (derivatives),T40.7,Suppressed,2790136
6658,,Nevada,32,2013.0,Lysergide [LSD],T40.8,Suppressed,2790136
6659,,Nevada,32,2013.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2790136
6660,Total,Nevada,32,2013.0,,,533,2790136
6661,,Nevada,32,2014.0,Opium,T40.0,Suppressed,2839099
6662,,Nevada,32,2014.0,Heroin,T40.1,65,2839099
6663,,Nevada,32,2014.0,Other opioids,T40.2,238,2839099
6664,,Nevada,32,2014.0,Methadone,T40.3,70,2839099
6665,,Nevada,32,2014.0,Other synthetic narcotics,T40.4,32,2839099
6666,,Nevada,32,2014.0,Cocaine,T40.5,41,2839099
6667,,Nevada,32,2014.0,Other and unspecified narcotics,T40.6,54,2839099
6668,,Nevada,32,2014.0,Cannabis (derivatives),T40.7,Suppressed,2839099
6669,,Nevada,32,2014.0,Lysergide [LSD],T40.8,Suppressed,2839099
6670,,Nevada,32,2014.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2839099
6671,Total,Nevada,32,2014.0,,,500,2839099
6672,,Nevada,32,2015.0,Opium,T40.0,Suppressed,2890845
6673,,Nevada,32,2015.0,Heroin,T40.1,87,2890845
6674,,Nevada,32,2015.0,Other opioids,T40.2,289,2890845
6675,,Nevada,32,2015.0,Methadone,T40.3,64,2890845
6676,,Nevada,32,2015.0,Other synthetic narcotics,T40.4,34,2890845
6677,,Nevada,32,2015.0,Cocaine,T40.5,52,2890845
6678,,Nevada,32,2015.0,Other and unspecified narcotics,T40.6,57,2890845
6679,,Nevada,32,2015.0,Cannabis (derivatives),T40.7,Suppressed,2890845
6680,,Nevada,32,2015.0,Lysergide [LSD],T40.8,Suppressed,2890845
6681,,Nevada,32,2015.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2890845
6682,Total,Nevada,32,2015.0,,,590,2890845
6683,,Nevada,32,2016.0,Opium,T40.0,Suppressed,2940058
6684,,Nevada,32,2016.0,Heroin,T40.1,93,2940058
6685,,Nevada,32,2016.0,Other opioids,T40.2,253,2940058
6686,,Nevada,32,2016.0,Methadone,T40.3,58,2940058
6687,,Nevada,32,2016.0,Other synthetic narcotics,T40.4,60,2940058
6688,,Nevada,32,2016.0,Cocaine,T40.5,51,2940058
6689,,Nevada,32,2016.0,Other and unspecified narcotics,T40.6,45,2940058
6690,,Nevada,32,2016.0,Cannabis (derivatives),T40.7,Suppressed,2940058
6691,,Nevada,32,2016.0,Lysergide [LSD],T40.8,Suppressed,2940058
6692,,Nevada,32,2016.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2940058
6693,Total,Nevada,32,2016.0,,,562,2940058
6694,,Nevada,32,2017.0,Opium,T40.0,Suppressed,2998039
6695,,Nevada,32,2017.0,Heroin,T40.1,98,2998039
6696,,Nevada,32,2017.0,Other opioids,T40.2,262,2998039
6697,,Nevada,32,2017.0,Methadone,T40.3,55,2998039
6698,,Nevada,32,2017.0,Other synthetic narcotics,T40.4,71,2998039
6699,,Nevada,32,2017.0,Cocaine,T40.5,56,2998039
6700,,Nevada,32,2017.0,Other and unspecified narcotics,T40.6,21,2998039
6701,,Nevada,32,2017.0,Cannabis (derivatives),T40.7,Suppressed,2998039
6702,,Nevada,32,2017.0,Lysergide [LSD],T40.8,Suppressed,2998039
6703,,Nevada,32,2017.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2998039
6704,Total,Nevada,32,2017.0,,,565,2998039
6705,,Nevada,32,2018.0,Opium,T40.0,Suppressed,3034392
6706,,Nevada,32,2018.0,Heroin,T40.1,110,3034392
6707,,Nevada,32,2018.0,Other opioids,T40.2,231,3034392
6708,,Nevada,32,2018.0,Methadone,T40.3,34,3034392
6709,,Nevada,32,2018.0,Other synthetic narcotics,T40.4,89,3034392
6710,,Nevada,32,2018.0,Cocaine,T40.5,59,3034392
6711,,Nevada,32,2018.0,Other and unspecified narcotics,T40.6,13,3034392
6712,,Nevada,32,2018.0,Cannabis (derivatives),T40.7,Suppressed,3034392
6713,,Nevada,32,2018.0,Lysergide [LSD],T40.8,Suppressed,3034392
6714,,Nevada,32,2018.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,3034392
6715,Total,Nevada,32,2018.0,,,537,3034392
6716,,Nevada,32,2019.0,Opium,T40.0,Suppressed,3080156
6717,,Nevada,32,2019.0,Heroin,T40.1,129,3080156
6718,,Nevada,32,2019.0,Other opioids,T40.2,178,3080156
6719,,Nevada,32,2019.0,Methadone,T40.3,34,3080156
6720,,Nevada,32,2019.0,Other synthetic narcotics,T40.4,119,3080156
6721,,Nevada,32,2019.0,Cocaine,T40.5,66,3080156
6722,,Nevada,32,2019.0,Other and unspecified narcotics,T40.6,14,3080156
6723,,Nevada,32,2019.0,Cannabis (derivatives),T40.7,Suppressed,3080156
6724,,Nevada,32,2019.0,Lysergide [LSD],T40.8,Suppressed,3080156
6725,,Nevada,32,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,3080156
6726,Total,Nevada,32,2019.0,,,546,3080156
6727,Total,Nevada,32,,,,10736,54449934
6728,,New Hampshire,33,1999.0,Opium,T40.0,Suppressed,1222014
6729,,New Hampshire,33,1999.0,Heroin,T40.1,Suppressed,1222014
6730,,New Hampshire,33,1999.0,Other opioids,T40.2,18,1222014
6731,,New Hampshire,33,1999.0,Methadone,T40.3,Suppressed,1222014
6732,,New Hampshire,33,1999.0,Other synthetic narcotics,T40.4,Suppressed,1222014
6733,,New Hampshire,33,1999.0,Cocaine,T40.5,Suppressed,1222014
6734,,New Hampshire,33,1999.0,Other and unspecified narcotics,T40.6,16,1222014
6735,,New Hampshire,33,1999.0,Cannabis (derivatives),T40.7,Suppressed,1222014
6736,,New Hampshire,33,1999.0,Lysergide [LSD],T40.8,Suppressed,1222014
6737,,New Hampshire,33,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1222014
6738,Total,New Hampshire,33,1999.0,,,54,1222014
6739,,New Hampshire,33,2000.0,Opium,T40.0,Suppressed,1235786
6740,,New Hampshire,33,2000.0,Heroin,T40.1,Suppressed,1235786
6741,,New Hampshire,33,2000.0,Other opioids,T40.2,Suppressed,1235786
6742,,New Hampshire,33,2000.0,Methadone,T40.3,Suppressed,1235786
6743,,New Hampshire,33,2000.0,Other synthetic narcotics,T40.4,Suppressed,1235786
6744,,New Hampshire,33,2000.0,Cocaine,T40.5,Suppressed,1235786
6745,,New Hampshire,33,2000.0,Other and unspecified narcotics,T40.6,13,1235786
6746,,New Hampshire,33,2000.0,Cannabis (derivatives),T40.7,Suppressed,1235786
6747,,New Hampshire,33,2000.0,Lysergide [LSD],T40.8,Suppressed,1235786
6748,,New Hampshire,33,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1235786
6749,Total,New Hampshire,33,2000.0,,,40,1235786
6750,,New Hampshire,33,2001.0,Opium,T40.0,Suppressed,1255517
6751,,New Hampshire,33,2001.0,Heroin,T40.1,Suppressed,1255517
6752,,New Hampshire,33,2001.0,Other opioids,T40.2,18,1255517
6753,,New Hampshire,33,2001.0,Methadone,T40.3,12,1255517
6754,,New Hampshire,33,2001.0,Other synthetic narcotics,T40.4,Suppressed,1255517
6755,,New Hampshire,33,2001.0,Cocaine,T40.5,13,1255517
6756,,New Hampshire,33,2001.0,Other and unspecified narcotics,T40.6,24,1255517
6757,,New Hampshire,33,2001.0,Cannabis (derivatives),T40.7,Suppressed,1255517
6758,,New Hampshire,33,2001.0,Lysergide [LSD],T40.8,Suppressed,1255517
6759,,New Hampshire,33,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1255517
6760,Total,New Hampshire,33,2001.0,,,73,1255517
6761,,New Hampshire,33,2002.0,Opium,T40.0,Suppressed,1269089
6762,,New Hampshire,33,2002.0,Heroin,T40.1,Suppressed,1269089
6763,,New Hampshire,33,2002.0,Other opioids,T40.2,18,1269089
6764,,New Hampshire,33,2002.0,Methadone,T40.3,34,1269089
6765,,New Hampshire,33,2002.0,Other synthetic narcotics,T40.4,Suppressed,1269089
6766,,New Hampshire,33,2002.0,Cocaine,T40.5,23,1269089
6767,,New Hampshire,33,2002.0,Other and unspecified narcotics,T40.6,31,1269089
6768,,New Hampshire,33,2002.0,Cannabis (derivatives),T40.7,Suppressed,1269089
6769,,New Hampshire,33,2002.0,Lysergide [LSD],T40.8,Suppressed,1269089
6770,,New Hampshire,33,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1269089
6771,Total,New Hampshire,33,2002.0,,,115,1269089
6772,,New Hampshire,33,2003.0,Opium,T40.0,Suppressed,1279840
6773,,New Hampshire,33,2003.0,Heroin,T40.1,Suppressed,1279840
6774,,New Hampshire,33,2003.0,Other opioids,T40.2,27,1279840
6775,,New Hampshire,33,2003.0,Methadone,T40.3,39,1279840
6776,,New Hampshire,33,2003.0,Other synthetic narcotics,T40.4,11,1279840
6777,,New Hampshire,33,2003.0,Cocaine,T40.5,26,1279840
6778,,New Hampshire,33,2003.0,Other and unspecified narcotics,T40.6,31,1279840
6779,,New Hampshire,33,2003.0,Cannabis (derivatives),T40.7,Suppressed,1279840
6780,,New Hampshire,33,2003.0,Lysergide [LSD],T40.8,Suppressed,1279840
6781,,New Hampshire,33,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1279840
6782,Total,New Hampshire,33,2003.0,,,136,1279840
6783,,New Hampshire,33,2004.0,Opium,T40.0,Suppressed,1290121
6784,,New Hampshire,33,2004.0,Heroin,T40.1,Suppressed,1290121
6785,,New Hampshire,33,2004.0,Other opioids,T40.2,29,1290121
6786,,New Hampshire,33,2004.0,Methadone,T40.3,30,1290121
6787,,New Hampshire,33,2004.0,Other synthetic narcotics,T40.4,Suppressed,1290121
6788,,New Hampshire,33,2004.0,Cocaine,T40.5,37,1290121
6789,,New Hampshire,33,2004.0,Other and unspecified narcotics,T40.6,25,1290121
6790,,New Hampshire,33,2004.0,Cannabis (derivatives),T40.7,Suppressed,1290121
6791,,New Hampshire,33,2004.0,Lysergide [LSD],T40.8,Suppressed,1290121
6792,,New Hampshire,33,2004.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1290121
6793,Total,New Hampshire,33,2004.0,,,138,1290121
6794,,New Hampshire,33,2005.0,Opium,T40.0,Suppressed,1298492
6795,,New Hampshire,33,2005.0,Heroin,T40.1,Suppressed,1298492
6796,,New Hampshire,33,2005.0,Other opioids,T40.2,23,1298492
6797,,New Hampshire,33,2005.0,Methadone,T40.3,52,1298492
6798,,New Hampshire,33,2005.0,Other synthetic narcotics,T40.4,11,1298492
6799,,New Hampshire,33,2005.0,Cocaine,T40.5,37,1298492
6800,,New Hampshire,33,2005.0,Other and unspecified narcotics,T40.6,32,1298492
6801,,New Hampshire,33,2005.0,Cannabis (derivatives),T40.7,Suppressed,1298492
6802,,New Hampshire,33,2005.0,Lysergide [LSD],T40.8,Suppressed,1298492
6803,,New Hampshire,33,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,1298492
6804,Total,New Hampshire,33,2005.0,,,161,1298492
