,State,Year,Multiple Cause of death,Population,Deaths,Crude Rate
3299,New Mexico,2007,Other opioids,1990070,177,8.89
3300,New Mexico,2008,Cocaine,2010662,121,6.02
3301,New Mexico,2008,Heroin,2010662,65,3.23
3302,New Mexico,2008,Methadone,2010662,53,2.64
3303,New Mexico,2008,Other narcotics,2010662,44,2.19
3304,New Mexico,2008,Other opioids,2010662,209,10.39
3305,New Mexico,2009,Cocaine,2036802,71,3.49
3306,New Mexico,2009,Heroin,2036802,51,2.5
3307,New Mexico,2009,Methadone,2036802,24,1.18
3308,New Mexico,2009,Other narcotics,2036802,38,1.87
3309,New Mexico,2009,Other opioids,2036802,123,6.04
3310,New Mexico,2010,Cocaine,2059179,53,2.57
3311,New Mexico,2010,Heroin,2059179,22,1.07
3312,New Mexico,2010,Methadone,2059179,30,1.46
3313,New Mexico,2010,Other narcotics,2059179,50,2.43
3314,New Mexico,2010,Other opioids,2059179,118,5.73
3315,New Mexico,2011,Cocaine,2082224,59,2.83
3316,New Mexico,2011,Heroin,2082224,68,3.27
3317,New Mexico,2011,Methadone,2082224,32,1.54
3318,New Mexico,2011,Other narcotics,2082224,46,2.21
3319,New Mexico,2011,Other opioids,2082224,135,6.48
3320,New Mexico,2012,Cocaine,2085538,74,3.55
3321,New Mexico,2012,Heroin,2085538,105,5.03
3322,New Mexico,2012,Methadone,2085538,37,1.77
3323,New Mexico,2012,Other narcotics,2085538,42,2.01
3324,New Mexico,2012,Other opioids,2085538,196,9.4
3325,New Mexico,2013,Cocaine,2085287,65,3.12
3326,New Mexico,2013,Heroin,2085287,91,4.36
3327,New Mexico,2013,Methadone,2085287,33,1.58
3328,New Mexico,2013,Other narcotics,2085287,41,1.97
3329,New Mexico,2013,Other opioids,2085287,228,10.93
3330,New Mexico,2014,Cocaine,2085572,82,3.93
3331,New Mexico,2014,Heroin,2085572,146,7.0
3332,New Mexico,2014,Methadone,2085572,46,2.21
3333,New Mexico,2014,Other narcotics,2085572,85,4.08
3334,New Mexico,2014,Other opioids,2085572,229,10.98
3335,New Mexico,2015,Cocaine,2085109,59,2.83
3336,New Mexico,2015,Heroin,2085109,159,7.63
3337,New Mexico,2015,Methadone,2085109,35,1.68
3338,New Mexico,2015,Other narcotics,2085109,59,2.83
3339,New Mexico,2015,Other opioids,2085109,177,8.49
3340,New Mexico,2016,Cocaine,2081015,66,3.17
3341,New Mexico,2016,Heroin,2081015,169,8.12
3342,New Mexico,2016,Methadone,2081015,44,2.11
3343,New Mexico,2016,Other narcotics,2081015,88,4.23
3344,New Mexico,2016,Other opioids,2081015,162,7.78
3345,New Mexico,2017,Cocaine,2088070,66,3.16
3346,New Mexico,2017,Heroin,2088070,146,6.99
3347,New Mexico,2017,Methadone,2088070,36,1.72
3348,New Mexico,2017,Other narcotics,2088070,87,4.17
3349,New Mexico,2017,Other opioids,2088070,162,7.76
3350,New Mexico,2018,Cocaine,2095428,60,2.86
3351,New Mexico,2018,Heroin,2095428,135,6.44
3352,New Mexico,2018,Methadone,2095428,58,2.77
3353,New Mexico,2018,Other narcotics,2095428,118,5.63
3354,New Mexico,2018,Other opioids,2095428,143,6.82
3355,New Mexico,2019,Cocaine,2096829,88,4.2
3356,New Mexico,2019,Heroin,2096829,190,9.06
3357,New Mexico,2019,Methadone,2096829,54,2.58
3358,New Mexico,2019,Other narcotics,2096829,158,7.54
3359,New Mexico,2019,Other opioids,2096829,144,6.87
3360,New York,1999,Cocaine,18882725,477,2.53
3361,New York,1999,Heroin,18882725,43,0.23
3362,New York,1999,Methadone,18882725,129,0.68
3363,New York,1999,Other narcotics,18882725,516,2.73
3364,New York,1999,Other opioids,18882725,53,0.28
3365,New York,2000,Cocaine,18976457,378,1.99
3366,New York,2000,Heroin,18976457,29,0.15
3367,New York,2000,Methadone,18976457,100,0.53
3368,New York,2000,Other narcotics,18976457,422,2.22
3369,New York,2000,Other opioids,18976457,37,0.19
3370,New York,2001,Cocaine,19082838,484,2.54
3371,New York,2001,Heroin,19082838,59,0.31
3372,New York,2001,Methadone,19082838,137,0.72
3373,New York,2001,Other narcotics,19082838,481,2.52
3374,New York,2001,Other opioids,19082838,72,0.38
3375,New York,2002,Cocaine,19137800,431,2.25
3376,New York,2002,Heroin,19137800,50,0.26
3377,New York,2002,Methadone,19137800,145,0.76
3378,New York,2002,Other narcotics,19137800,416,2.17
3379,New York,2002,Other opioids,19137800,50,0.26
3380,New York,2003,Cocaine,19175939,438,2.28
3381,New York,2003,Heroin,19175939,52,0.27
3382,New York,2003,Methadone,19175939,155,0.81
3383,New York,2003,Other narcotics,19175939,444,2.32
3384,New York,2003,Other opioids,19175939,68,0.35
3385,New York,2004,Cocaine,19171567,452,2.36
3386,New York,2004,Heroin,19171567,34,0.18
3387,New York,2004,Methadone,19171567,146,0.76
3388,New York,2004,Other narcotics,19171567,332,1.73
3389,New York,2004,Other opioids,19171567,86,0.45
3390,New York,2005,Cocaine,19132610,472,2.47
3391,New York,2005,Heroin,19132610,35,0.18
3392,New York,2005,Methadone,19132610,185,0.97
3393,New York,2005,Other narcotics,19132610,364,1.9
3394,New York,2005,Other opioids,19132610,103,0.54
3395,New York,2006,Cocaine,19104631,712,3.73
3396,New York,2006,Heroin,19104631,116,0.61
3397,New York,2006,Methadone,19104631,320,1.67
3398,New York,2006,Other narcotics,19104631,503,2.63
3399,New York,2006,Other opioids,19104631,298,1.56
3400,New York,2007,Cocaine,19132335,624,3.26
3401,New York,2007,Heroin,19132335,195,1.02
3402,New York,2007,Methadone,19132335,303,1.58
3403,New York,2007,Other narcotics,19132335,337,1.76
3404,New York,2007,Other opioids,19132335,412,2.15
3405,New York,2008,Cocaine,19212436,518,2.7
3406,New York,2008,Heroin,19212436,222,1.16
3407,New York,2008,Methadone,19212436,297,1.55
3408,New York,2008,Other narcotics,19212436,364,1.89
3409,New York,2008,Other opioids,19212436,493,2.57
3410,New York,2009,Cocaine,19307066,452,2.34
3411,New York,2009,Heroin,19307066,256,1.33
3412,New York,2009,Methadone,19307066,250,1.29
3413,New York,2009,Other narcotics,19307066,333,1.72
3414,New York,2009,Other opioids,19307066,477,2.47
3415,New York,2010,Cocaine,19378102,443,2.29
3416,New York,2010,Heroin,19378102,198,1.02
3417,New York,2010,Methadone,19378102,268,1.38
3418,New York,2010,Other narcotics,19378102,290,1.5
3419,New York,2010,Other opioids,19378102,547,2.82
3420,New York,2011,Cocaine,19465197,520,2.67
3421,New York,2011,Heroin,19465197,341,1.75
3422,New York,2011,Methadone,19465197,310,1.59
3423,New York,2011,Other narcotics,19465197,325,1.67
3424,New York,2011,Other opioids,19465197,653,3.35
3425,New York,2012,Cocaine,19570261,522,2.67
3426,New York,2012,Heroin,19570261,525,2.68
3427,New York,2012,Methadone,19570261,340,1.74
3428,New York,2012,Other narcotics,19570261,356,1.82
3429,New York,2012,Other opioids,19570261,634,3.24
3430,New York,2013,Cocaine,19651127,575,2.93
3431,New York,2013,Heroin,19651127,678,3.45
3432,New York,2013,Methadone,19651127,284,1.45
3433,New York,2013,Other narcotics,19651127,405,2.06
3434,New York,2013,Other opioids,19651127,664,3.38
3435,New York,2014,Cocaine,19746227,552,2.8
3436,New York,2014,Heroin,19746227,837,4.24
3437,New York,2014,Methadone,19746227,244,1.24
3438,New York,2014,Other narcotics,19746227,438,2.22
3439,New York,2014,Other opioids,19746227,632,3.2
3440,New York,2015,Cocaine,19795791,686,3.47
3441,New York,2015,Heroin,19795791,1072,5.42
3442,New York,2015,Methadone,19795791,259,1.31
3443,New York,2015,Other narcotics,19795791,838,4.23
3444,New York,2015,Other opioids,19795791,727,3.67
3445,New York,2016,Cocaine,19745289,1063,5.38
3446,New York,2016,Heroin,19745289,1329,6.73
3447,New York,2016,Methadone,19745289,305,1.54
3448,New York,2016,Other narcotics,19745289,1855,9.39
3449,New York,2016,Other opioids,19745289,925,4.68
3450,New York,2017,Cocaine,19849399,1385,6.98
3451,New York,2017,Heroin,19849399,1373,6.92
3452,New York,2017,Methadone,19849399,291,1.47
3453,New York,2017,Other narcotics,19849399,2378,11.98
3454,New York,2017,Other opioids,19849399,860,4.33
3455,New York,2018,Cocaine,19542209,1375,7.04
3456,New York,2018,Heroin,19542209,1265,6.47
3457,New York,2018,Methadone,19542209,273,1.4
3458,New York,2018,Other narcotics,19542209,2315,11.85
3459,New York,2018,Other opioids,19542209,809,4.14
3460,New York,2019,Cocaine,19453561,1400,7.2
3461,New York,2019,Heroin,19453561,1164,5.98
3462,New York,2019,Methadone,19453561,295,1.52
3463,New York,2019,Other narcotics,19453561,2444,12.56
3464,New York,2019,Other opioids,19453561,739,3.8
3465,North Carolina,1999,Cocaine,7949361,81,1.02
3466,North Carolina,1999,Heroin,7949361,43,0.54
3467,North Carolina,1999,Methadone,7949361,47,0.59
3468,North Carolina,1999,Other narcotics,7949361,38,0.48
3469,North Carolina,1999,Other opioids,7949361,54,0.68
3470,North Carolina,2000,Cocaine,8049313,94,1.17
3471,North Carolina,2000,Heroin,8049313,41,0.51
3472,North Carolina,2000,Methadone,8049313,91,1.13
3473,North Carolina,2000,Other narcotics,8049313,61,0.76
3474,North Carolina,2000,Other opioids,8049313,117,1.45
3475,North Carolina,2001,Cocaine,8210122,104,1.27
3476,North Carolina,2001,Heroin,8210122,50,0.61
3477,North Carolina,2001,Methadone,8210122,109,1.33
3478,North Carolina,2001,Other narcotics,8210122,63,0.77
3479,North Carolina,2001,Other opioids,8210122,151,1.84
3480,North Carolina,2002,Cocaine,8326201,147,1.77
3481,North Carolina,2002,Heroin,8326201,47,0.56
3482,North Carolina,2002,Methadone,8326201,192,2.31
3483,North Carolina,2002,Other narcotics,8326201,68,0.82
3484,North Carolina,2002,Other opioids,8326201,136,1.63
3485,North Carolina,2003,Cocaine,8422501,185,2.2
3486,North Carolina,2003,Heroin,8422501,52,0.62
3487,North Carolina,2003,Methadone,8422501,255,3.03
3488,North Carolina,2003,Other narcotics,8422501,97,1.15
3489,North Carolina,2003,Other opioids,8422501,142,1.69
3490,North Carolina,2004,Cocaine,8553152,214,2.5
3491,North Carolina,2004,Heroin,8553152,51,0.6
3492,North Carolina,2004,Methadone,8553152,272,3.18
3493,North Carolina,2004,Other narcotics,8553152,131,1.53
3494,North Carolina,2004,Other opioids,8553152,168,1.96
3495,North Carolina,2005,Cocaine,8705407,309,3.55
3496,North Carolina,2005,Heroin,8705407,62,0.71
3497,North Carolina,2005,Methadone,8705407,302,3.47
3498,North Carolina,2005,Other narcotics,8705407,135,1.55
3499,North Carolina,2005,Other opioids,8705407,215,2.47
3500,North Carolina,2006,Cocaine,8917270,359,4.03
3501,North Carolina,2006,Heroin,8917270,58,0.65
3502,North Carolina,2006,Methadone,8917270,342,3.84
3503,North Carolina,2006,Other narcotics,8917270,119,1.33
3504,North Carolina,2006,Other opioids,8917270,249,2.79
3505,North Carolina,2007,Cocaine,9118037,249,2.73
3506,North Carolina,2007,Heroin,9118037,50,0.55
3507,North Carolina,2007,Methadone,9118037,336,3.69
3508,North Carolina,2007,Other narcotics,9118037,119,1.31
3509,North Carolina,2007,Other opioids,9118037,307,3.37
3510,North Carolina,2008,Cocaine,9309449,202,2.17
3511,North Carolina,2008,Heroin,9309449,64,0.69
3512,North Carolina,2008,Methadone,9309449,307,3.3
3513,North Carolina,2008,Other narcotics,9309449,150,1.61
3514,North Carolina,2008,Other opioids,9309449,414,4.45
3515,North Carolina,2009,Cocaine,9449566,185,1.96
3516,North Carolina,2009,Heroin,9449566,76,0.8
3517,North Carolina,2009,Methadone,9449566,250,2.65
3518,North Carolina,2009,Other narcotics,9449566,179,1.89
3519,North Carolina,2009,Other opioids,9449566,432,4.57
3520,North Carolina,2010,Cocaine,9535483,143,1.5
3521,North Carolina,2010,Heroin,9535483,39,0.41
3522,North Carolina,2010,Methadone,9535483,191,2.0
3523,North Carolina,2010,Other narcotics,9535483,186,1.95
3524,North Carolina,2010,Other opioids,9535483,437,4.58
3525,North Carolina,2011,Cocaine,9656401,189,1.96
3526,North Carolina,2011,Heroin,9656401,83,0.86
3527,North Carolina,2011,Methadone,9656401,205,2.12
3528,North Carolina,2011,Other narcotics,9656401,176,1.82
3529,North Carolina,2011,Other opioids,9656401,444,4.6
3530,North Carolina,2012,Cocaine,9752073,218,2.24
3531,North Carolina,2012,Heroin,9752073,153,1.57
3532,North Carolina,2012,Methadone,9752073,184,1.89
3533,North Carolina,2012,Other narcotics,9752073,170,1.74
3534,North Carolina,2012,Other opioids,9752073,415,4.26
3535,North Carolina,2013,Cocaine,9848060,180,1.83
3536,North Carolina,2013,Heroin,9848060,190,1.93
3537,North Carolina,2013,Methadone,9848060,164,1.67
3538,North Carolina,2013,Other narcotics,9848060,147,1.49
3539,North Carolina,2013,Other opioids,9848060,402,4.08
3540,North Carolina,2014,Cocaine,9943964,240,2.41
3541,North Carolina,2014,Heroin,9943964,266,2.67
3542,North Carolina,2014,Methadone,9943964,132,1.33
3543,North Carolina,2014,Other narcotics,9943964,255,2.56
3544,North Carolina,2014,Other opioids,9943964,470,4.73
3545,North Carolina,2015,Cocaine,10042802,330,3.29
3546,North Carolina,2015,Heroin,10042802,394,3.92
3547,North Carolina,2015,Methadone,10042802,110,1.1
3548,North Carolina,2015,Other narcotics,10042802,356,3.54
3549,North Carolina,2015,Other opioids,10042802,563,5.61
3550,North Carolina,2016,Cocaine,10146788,527,5.19
3551,North Carolina,2016,Heroin,10146788,551,5.43
3552,North Carolina,2016,Methadone,10146788,123,1.21
3553,North Carolina,2016,Other narcotics,10146788,647,6.38
3554,North Carolina,2016,Other opioids,10146788,632,6.23
3555,North Carolina,2017,Cocaine,10273419,749,7.29
3556,North Carolina,2017,Heroin,10273419,539,5.25
3557,North Carolina,2017,Methadone,10273419,105,1.02
3558,North Carolina,2017,Other narcotics,10273419,1343,13.07
3559,North Carolina,2017,Other opioids,10273419,583,5.67
3560,North Carolina,2018,Cocaine,10383620,742,7.15
3561,North Carolina,2018,Heroin,10383620,622,5.99
3562,North Carolina,2018,Methadone,10383620,77,0.74
3563,North Carolina,2018,Other narcotics,10383620,1328,12.79
3564,North Carolina,2018,Other opioids,10383620,431,4.15
3565,North Carolina,2019,Cocaine,10488084,815,7.77
3566,North Carolina,2019,Heroin,10488084,591,5.63
3567,North Carolina,2019,Methadone,10488084,81,0.77
3568,North Carolina,2019,Other narcotics,10488084,1404,13.39
3569,North Carolina,2019,Other opioids,10488084,367,3.5
3570,North Dakota,1999,Cocaine,644259,5,0.78
3571,North Dakota,1999,Heroin,644259,5,0.78
3572,North Dakota,1999,Methadone,644259,5,0.78
3573,North Dakota,1999,Other narcotics,644259,10,1.55
3574,North Dakota,1999,Other opioids,644259,5,0.78
3575,North Dakota,2000,Cocaine,642200,5,0.78
3576,North Dakota,2000,Heroin,642200,5,0.78
3577,North Dakota,2000,Methadone,642200,5,0.78
3578,North Dakota,2000,Other narcotics,642200,10,1.56
3579,North Dakota,2000,Other opioids,642200,5,0.78
3580,North Dakota,2001,Cocaine,639062,5,0.78
3581,North Dakota,2001,Heroin,639062,5,0.78
3582,North Dakota,2001,Methadone,639062,5,0.78
3583,North Dakota,2001,Other narcotics,639062,10,1.56
3584,North Dakota,2001,Other opioids,639062,5,0.78
3585,North Dakota,2002,Cocaine,638168,5,0.78
3586,North Dakota,2002,Heroin,638168,5,0.78
3587,North Dakota,2002,Methadone,638168,5,0.78
3588,North Dakota,2002,Other narcotics,638168,10,1.57
3589,North Dakota,2002,Other opioids,638168,5,0.78
3590,North Dakota,2003,Cocaine,638817,5,0.78
3591,North Dakota,2003,Heroin,638817,5,0.78
3592,North Dakota,2003,Methadone,638817,5,0.78
3593,North Dakota,2003,Other narcotics,638817,10,1.57
3594,North Dakota,2003,Other opioids,638817,5,0.78
3595,North Dakota,2004,Cocaine,644705,5,0.78
3596,North Dakota,2004,Heroin,644705,5,0.78
3597,North Dakota,2004,Methadone,644705,5,0.78
3598,North Dakota,2004,Other narcotics,644705,10,1.55
3599,North Dakota,2004,Other opioids,644705,5,0.78
3600,North Dakota,2005,Cocaine,646089,5,0.77
3601,North Dakota,2005,Heroin,646089,5,0.77
3602,North Dakota,2005,Methadone,646089,5,0.77
3603,North Dakota,2005,Other narcotics,646089,10,1.55
3604,North Dakota,2005,Other opioids,646089,5,0.77
3605,North Dakota,2006,Cocaine,649422,5,0.77
3606,North Dakota,2006,Heroin,649422,5,0.77
3607,North Dakota,2006,Methadone,649422,5,0.77
3608,North Dakota,2006,Other narcotics,649422,10,1.54
3609,North Dakota,2006,Other opioids,649422,5,0.77
3610,North Dakota,2007,Cocaine,652822,5,0.77
3611,North Dakota,2007,Heroin,652822,5,0.77
3612,North Dakota,2007,Methadone,652822,5,0.77
3613,North Dakota,2007,Other narcotics,652822,10,1.53
3614,North Dakota,2007,Other opioids,652822,5,0.77
3615,North Dakota,2008,Cocaine,657569,5,0.76
3616,North Dakota,2008,Heroin,657569,5,0.76
3617,North Dakota,2008,Methadone,657569,5,0.76
3618,North Dakota,2008,Other narcotics,657569,24,3.65
3619,North Dakota,2008,Other opioids,657569,13,1.98
3620,North Dakota,2009,Cocaine,664968,5,0.75
3621,North Dakota,2009,Heroin,664968,5,0.75
3622,North Dakota,2009,Methadone,664968,5,0.75
3623,North Dakota,2009,Other narcotics,664968,17,2.56
3624,North Dakota,2009,Other opioids,664968,5,0.75
3625,North Dakota,2010,Cocaine,672591,5,0.74
3626,North Dakota,2010,Heroin,672591,5,0.74
3627,North Dakota,2010,Methadone,672591,5,0.74
3628,North Dakota,2010,Other narcotics,672591,10,1.49
3629,North Dakota,2010,Other opioids,672591,12,1.78
3630,North Dakota,2011,Cocaine,683932,5,0.73
3631,North Dakota,2011,Heroin,683932,5,0.73
3632,North Dakota,2011,Methadone,683932,5,0.73
3633,North Dakota,2011,Other narcotics,683932,10,1.46
3634,North Dakota,2011,Other opioids,683932,5,0.73
3635,North Dakota,2012,Cocaine,699628,5,0.71
3636,North Dakota,2012,Heroin,699628,5,0.71
3637,North Dakota,2012,Methadone,699628,5,0.71
3638,North Dakota,2012,Other narcotics,699628,10,1.43
3639,North Dakota,2012,Other opioids,699628,5,0.71
3640,North Dakota,2013,Cocaine,723393,5,0.69
3641,North Dakota,2013,Heroin,723393,5,0.69
3642,North Dakota,2013,Methadone,723393,5,0.69
3643,North Dakota,2013,Other narcotics,723393,10,1.38
3644,North Dakota,2013,Other opioids,723393,5,0.69
3645,North Dakota,2014,Cocaine,739482,5,0.68
3646,North Dakota,2014,Heroin,739482,5,0.68
3647,North Dakota,2014,Methadone,739482,5,0.68
3648,North Dakota,2014,Other narcotics,739482,21,2.84
3649,North Dakota,2014,Other opioids,739482,19,2.57
3650,North Dakota,2015,Cocaine,756927,5,0.66
3651,North Dakota,2015,Heroin,756927,5,0.66
3652,North Dakota,2015,Methadone,756927,5,0.66
3653,North Dakota,2015,Other narcotics,756927,17,2.25
3654,North Dakota,2015,Other opioids,756927,16,2.11
3655,North Dakota,2016,Cocaine,757952,5,0.66
3656,North Dakota,2016,Heroin,757952,12,1.58
3657,North Dakota,2016,Methadone,757952,5,0.66
3658,North Dakota,2016,Other narcotics,757952,28,3.69
3659,North Dakota,2016,Other opioids,757952,18,2.37
3660,North Dakota,2017,Cocaine,755393,5,0.66
3661,North Dakota,2017,Heroin,755393,5,0.66
3662,North Dakota,2017,Methadone,755393,5,0.66
3663,North Dakota,2017,Other narcotics,755393,17,2.25
3664,North Dakota,2017,Other opioids,755393,19,2.52
3665,North Dakota,2018,Cocaine,760077,5,0.66
3666,North Dakota,2018,Heroin,760077,5,0.66
3667,North Dakota,2018,Methadone,760077,5,0.66
3668,North Dakota,2018,Other narcotics,760077,10,1.32
3669,North Dakota,2018,Other opioids,760077,21,2.76
3670,North Dakota,2019,Cocaine,762062,5,0.66
3671,North Dakota,2019,Heroin,762062,5,0.66
3672,North Dakota,2019,Methadone,762062,5,0.66
3673,North Dakota,2019,Other narcotics,762062,15,1.97
3674,North Dakota,2019,Other opioids,762062,24,3.15
3675,Ohio,1999,Cocaine,11335454,111,0.98
3676,Ohio,1999,Heroin,11335454,55,0.49
3677,Ohio,1999,Methadone,11335454,5,0.04
3678,Ohio,1999,Other narcotics,11335454,53,0.47
3679,Ohio,1999,Other opioids,11335454,82,0.72
3680,Ohio,2000,Cocaine,11353140,130,1.15
3681,Ohio,2000,Heroin,11353140,81,0.71
3682,Ohio,2000,Methadone,11353140,21,0.18
3683,Ohio,2000,Other narcotics,11353140,79,0.7
3684,Ohio,2000,Other opioids,11353140,114,1.0
3685,Ohio,2001,Cocaine,11387404,149,1.31
3686,Ohio,2001,Heroin,11387404,88,0.77
3687,Ohio,2001,Methadone,11387404,39,0.34
3688,Ohio,2001,Other narcotics,11387404,105,0.92
3689,Ohio,2001,Other opioids,11387404,156,1.37
3690,Ohio,2002,Cocaine,11407889,198,1.74
3691,Ohio,2002,Heroin,11407889,122,1.07
3692,Ohio,2002,Methadone,11407889,65,0.57
3693,Ohio,2002,Other narcotics,11407889,113,0.99
3694,Ohio,2002,Other opioids,11407889,206,1.81
3695,Ohio,2003,Cocaine,11434788,191,1.67
3696,Ohio,2003,Heroin,11434788,95,0.83
3697,Ohio,2003,Methadone,11434788,77,0.67
3698,Ohio,2003,Other narcotics,11434788,86,0.75
3699,Ohio,2003,Other opioids,11434788,180,1.57
3700,Ohio,2004,Cocaine,11452251,306,2.67
3701,Ohio,2004,Heroin,11452251,137,1.2
3702,Ohio,2004,Methadone,11452251,149,1.3
3703,Ohio,2004,Other narcotics,11452251,114,1.0
3704,Ohio,2004,Other opioids,11452251,202,1.76
3705,Ohio,2005,Cocaine,11463320,297,2.59
3706,Ohio,2005,Heroin,11463320,138,1.2
3707,Ohio,2005,Methadone,11463320,164,1.43
3708,Ohio,2005,Other narcotics,11463320,150,1.31
3709,Ohio,2005,Other opioids,11463320,225,1.96
3710,Ohio,2006,Cocaine,11481213,423,3.68
3711,Ohio,2006,Heroin,11481213,128,1.11
3712,Ohio,2006,Methadone,11481213,184,1.6
3713,Ohio,2006,Other narcotics,11481213,180,1.57
3714,Ohio,2006,Other opioids,11481213,270,2.35
3715,Ohio,2007,Cocaine,11500468,366,3.18
3716,Ohio,2007,Heroin,11500468,162,1.41
3717,Ohio,2007,Methadone,11500468,200,1.74
3718,Ohio,2007,Other narcotics,11500468,176,1.53
3719,Ohio,2007,Other opioids,11500468,308,2.68
3720,Ohio,2008,Cocaine,11515391,316,2.74
3721,Ohio,2008,Heroin,11515391,242,2.1
3722,Ohio,2008,Methadone,11515391,188,1.63
3723,Ohio,2008,Other narcotics,11515391,179,1.55
3724,Ohio,2008,Other opioids,11515391,357,3.1
3725,Ohio,2009,Cocaine,11528896,218,1.89
3726,Ohio,2009,Heroin,11528896,216,1.87
3727,Ohio,2009,Methadone,11528896,131,1.14
3728,Ohio,2009,Other narcotics,11528896,137,1.19
3729,Ohio,2009,Other opioids,11528896,325,2.82
3730,Ohio,2010,Cocaine,11536504,281,2.44
3731,Ohio,2010,Heroin,11536504,368,3.19
3732,Ohio,2010,Methadone,11536504,180,1.56
3733,Ohio,2010,Other narcotics,11536504,277,2.4
